ot_id,event_id,timestamp,actividad,area,usuario,tipo_ot,prioridad,zona,canal_origen,es_loop,tipo_loop,duracion_horas_desde_evento_anterior,sla_objetivo_horas,estado_final,orden_evento,fecha_evento,dia_semana,hora_evento
OT_00060,OT_00060_EV_008,2026-03-20T19:16:47Z,Validación de cierre,Supervisión de trabajo,USR_05,Mantenimiento,Media,Sur,Call center,0,NA,0.85,96,Cerrada,8,2026-03-20,viernes,16
OT_00060,OT_00060_EV_009,2026-03-20T20:17:59Z,WO cerrada,Backoffice operativo,USR_12,Mantenimiento,Media,Sur,Call center,0,NA,1.02,96,Cerrada,9,2026-03-20,viernes,17
OT_00061,OT_00061_EV_001,2026-03-11T01:09:44Z,WO creada,Atención al cliente,USR_21,Instalación,Alta,Oeste,Web,0,NA,0,48,Cerrada,1,2026-03-11,martes,22
OT_00061,OT_00061_EV_002,2026-03-11T01:55:20Z,Validación inicial,Backoffice operativo,USR_27,Instalación,Alta,Oeste,Web,0,NA,0.76,48,Cerrada,2,2026-03-11,martes,22
OT_00061,OT_00061_EV_003,2026-03-11T02:46:20Z,Clasificación de WO,Backoffice operativo,USR_22,Instalación,Alta,Oeste,Web,0,NA,0.85,48,Cerrada,3,2026-03-11,martes,23
OT_00061,OT_00061_EV_004,2026-03-11T07:30:44Z,Asignación,Backoffice operativo,USR_27,Instalación,Alta,Oeste,Web,0,NA,4.74,48,Cerrada,4,2026-03-11,miércoles,4
OT_00061,OT_00061_EV_005,2026-03-11T21:35:32Z,Agenda coordinada,Backoffice operativo,USR_02,Instalación,Alta,Oeste,Web,0,NA,14.08,48,Cerrada,5,2026-03-11,miércoles,18
OT_00061,OT_00061_EV_006,2026-03-12T03:35:32Z,Trabajo iniciado,Técnico de campo,USR_03,Instalación,Alta,Oeste,Web,0,NA,6,48,Cerrada,6,2026-03-12,jueves,0
OT_00061,OT_00061_EV_007,2026-03-12T05:09:08Z,Trabajo finalizado,Técnico de campo,USR_18,Instalación,Alta,Oeste,Web,0,NA,1.56,48,Cerrada,7,2026-03-12,jueves,2
OT_00061,OT_00061_EV_008,2026-03-12T11:50:32Z,Validación de cierre,Supervisión de trabajo,USR_05,Instalación,Alta,Oeste,Web,0,NA,6.69,48,Cerrada,8,2026-03-12,jueves,8
OT_00061,OT_00061_EV_009,2026-03-12T12:03:08Z,WO cerrada,Backoffice operativo,USR_27,Instalación,Alta,Oeste,Web,0,NA,0.21,48,Cerrada,9,2026-03-12,jueves,9
OT_00062,OT_00062_EV_001,2026-02-17T15:13:37Z,WO creada,Atención al cliente,USR_11,Instalación,Media,Norte,Call center,0,NA,0,96,Cerrada,1,2026-02-17,martes,12
OT_00062,OT_00062_EV_002,2026-02-17T15:59:49Z,Validación inicial,Backoffice operativo,USR_27,Instalación,Media,Norte,Call center,0,NA,0.77,96,Cerrada,2,2026-02-17,martes,12
OT_00062,OT_00062_EV_003,2026-02-17T16:25:01Z,Clasificación de WO,Backoffice operativo,USR_27,Instalación,Media,Norte,Call center,0,NA,0.42,96,Cerrada,3,2026-02-17,martes,13
OT_00062,OT_00062_EV_004,2026-02-17T22:19:01Z,Asignación,Backoffice operativo,USR_07,Instalación,Media,Norte,Call center,0,NA,5.9,96,Cerrada,4,2026-02-17,martes,19
OT_00062,OT_00062_EV_005,2026-02-18T08:54:25Z,Agenda coordinada,Backoffice operativo,USR_17,Instalación,Media,Norte,Call center,0,NA,10.59,96,Cerrada,5,2026-02-18,miércoles,5
OT_00062,OT_00062_EV_006,2026-02-18T09:13:37Z,Trabajo iniciado,Técnico de campo,USR_18,Instalación,Media,Norte,Call center,0,NA,0.32,96,Cerrada,6,2026-02-18,miércoles,6
OT_00062,OT_00062_EV_007,2026-02-18T11:01:01Z,Trabajo finalizado,Técnico de campo,USR_03,Instalación,Media,Norte,Call center,0,NA,1.79,96,Cerrada,7,2026-02-18,miércoles,8
OT_00062,OT_00062_EV_008,2026-02-18T18:46:37Z,Validación de cierre,Supervisión de trabajo,USR_05,Instalación,Media,Norte,Call center,0,NA,7.76,96,Cerrada,8,2026-02-18,miércoles,15
OT_00062,OT_00062_EV_009,2026-02-18T19:07:01Z,WO cerrada,Backoffice operativo,USR_12,Instalación,Media,Norte,Call center,0,NA,0.34,96,Cerrada,9,2026-02-18,miércoles,16
OT_00063,OT_00063_EV_001,2026-03-28T10:33:30Z,WO creada,Atención al cliente,USR_21,Reparación,Alta,Centro,Call center,0,NA,0,48,Cerrada,1,2026-03-28,sábado,7
OT_00063,OT_00063_EV_002,2026-03-28T12:58:06Z,Validación inicial,Backoffice operativo,USR_17,Reparación,Alta,Centro,Call center,0,NA,2.41,48,Cerrada,2,2026-03-28,sábado,9
OT_00063,OT_00063_EV_003,2026-03-28T13:11:18Z,Clasificación de WO,Backoffice operativo,USR_12,Reparación,Alta,Centro,Call center,0,NA,0.22,48,Cerrada,3,2026-03-28,sábado,10
OT_00063,OT_00063_EV_004,2026-03-28T16:31:06Z,Asignación,Backoffice operativo,USR_17,Reparación,Alta,Centro,Call center,0,NA,3.33,48,Cerrada,4,2026-03-28,sábado,13
OT_00063,OT_00063_EV_005,2026-03-29T13:50:18Z,Agenda coordinada,Backoffice operativo,USR_17,Reparación,Alta,Centro,Call center,0,NA,21.32,48,Cerrada,5,2026-03-29,domingo,10
OT_00063,OT_00063_EV_006,2026-03-29T15:24:30Z,Trabajo iniciado,Técnico de campo,USR_18,Reparación,Alta,Centro,Call center,0,NA,1.57,48,Cerrada,6,2026-03-29,domingo,12
OT_00063,OT_00063_EV_007,2026-03-29T17:09:30Z,Trabajo finalizado,Técnico de campo,USR_28,Reparación,Alta,Centro,Call center,0,NA,1.75,48,Cerrada,7,2026-03-29,domingo,14
OT_00063,OT_00063_EV_008,2026-03-29T20:08:54Z,Validación de cierre,Supervisión de trabajo,USR_10,Reparación,Alta,Centro,Call center,0,NA,2.99,48,Cerrada,8,2026-03-29,domingo,17
OT_00063,OT_00063_EV_009,2026-03-29T21:04:06Z,WO cerrada,Backoffice operativo,USR_12,Reparación,Alta,Centro,Call center,0,NA,0.92,48,Cerrada,9,2026-03-29,domingo,18
OT_00064,OT_00064_EV_001,2026-03-20T14:03:06Z,WO creada,Atención al cliente,USR_16,Inspección,Baja,Centro,Call center,0,NA,0,168,Cerrada,1,2026-03-20,viernes,11
OT_00064,OT_00064_EV_002,2026-03-20T15:49:54Z,Validación inicial,Backoffice operativo,USR_17,Inspección,Baja,Centro,Call center,0,NA,1.78,168,Cerrada,2,2026-03-20,viernes,12
OT_00064,OT_00064_EV_003,2026-03-20T16:16:18Z,Clasificación de WO,Backoffice operativo,USR_02,Inspección,Baja,Centro,Call center,0,NA,0.44,168,Cerrada,3,2026-03-20,viernes,13
OT_00064,OT_00064_EV_004,2026-03-20T16:37:54Z,Asignación,Backoffice operativo,USR_22,Inspección,Baja,Centro,Call center,0,NA,0.36,168,Cerrada,4,2026-03-20,viernes,13
OT_00064,OT_00064_EV_005,2026-03-21T09:27:06Z,Agenda coordinada,Backoffice operativo,USR_22,Inspección,Baja,Centro,Call center,0,NA,16.82,168,Cerrada,5,2026-03-21,sábado,6
OT_00064,OT_00064_EV_006,2026-03-21T11:15:42Z,Trabajo iniciado,Técnico de campo,USR_28,Inspección,Baja,Centro,Call center,0,NA,1.81,168,Cerrada,6,2026-03-21,sábado,8
OT_00064,OT_00064_EV_007,2026-03-21T12:37:18Z,Trabajo finalizado,Técnico de campo,USR_13,Inspección,Baja,Centro,Call center,0,NA,1.36,168,Cerrada,7,2026-03-21,sábado,9
OT_00064,OT_00064_EV_008,2026-03-21T20:13:54Z,Validación de cierre,Supervisión de trabajo,USR_15,Inspección,Baja,Centro,Call center,0,NA,7.61,168,Cerrada,8,2026-03-21,sábado,17
OT_00064,OT_00064_EV_009,2026-03-21T21:08:30Z,WO cerrada,Backoffice operativo,USR_17,Inspección,Baja,Centro,Call center,0,NA,0.91,168,Cerrada,9,2026-03-21,sábado,18
OT_00065,OT_00065_EV_001,2026-03-27T16:31:43Z,WO creada,Atención al cliente,USR_11,Instalación,Media,Oeste,Call center,0,NA,0,96,Cerrada,1,2026-03-27,viernes,13
OT_00065,OT_00065_EV_002,2026-03-27T20:00:31Z,Validación inicial,Backoffice operativo,USR_27,Instalación,Media,Oeste,Call center,0,NA,3.48,96,Cerrada,2,2026-03-27,viernes,17
OT_00065,OT_00065_EV_003,2026-03-27T22:10:07Z,Clasificación de WO,Backoffice operativo,USR_02,Instalación,Media,Oeste,Call center,0,NA,2.16,96,Cerrada,3,2026-03-27,viernes,19
OT_00065,OT_00065_EV_004,2026-03-28T00:17:19Z,Asignación,Backoffice operativo,USR_02,Instalación,Media,Oeste,Call center,0,NA,2.12,96,Cerrada,4,2026-03-28,viernes,21
OT_00065,OT_00065_EV_005,2026-03-28T19:21:31Z,Agenda coordinada,Backoffice operativo,USR_07,Instalación,Media,Oeste,Call center,0,NA,19.07,96,Cerrada,5,2026-03-28,sábado,16
OT_00065,OT_00065_EV_006,2026-03-28T20:04:43Z,Trabajo iniciado,Técnico de campo,USR_08,Instalación,Media,Oeste,Call center,0,NA,0.72,96,Cerrada,6,2026-03-28,sábado,17
OT_00065,OT_00065_EV_007,2026-03-28T20:48:31Z,Trabajo finalizado,Técnico de campo,USR_13,Instalación,Media,Oeste,Call center,0,NA,0.73,96,Cerrada,7,2026-03-28,sábado,17
OT_00065,OT_00065_EV_008,2026-03-29T06:18:31Z,Validación de cierre,Supervisión de trabajo,USR_30,Instalación,Media,Oeste,Call center,0,NA,9.5,96,Cerrada,8,2026-03-29,domingo,3
OT_00065,OT_00065_EV_009,2026-03-29T10:25:43Z,WO cerrada,Backoffice operativo,USR_17,Instalación,Media,Oeste,Call center,0,NA,4.12,96,Cerrada,9,2026-03-29,domingo,7
OT_00066,OT_00066_EV_001,2026-03-11T17:04:53Z,WO creada,Atención al cliente,USR_06,Mantenimiento,Media,Sur,Call center,0,NA,0,96,Cerrada,1,2026-03-11,miércoles,14
OT_00066,OT_00066_EV_002,2026-03-11T18:37:17Z,Validación inicial,Backoffice operativo,USR_02,Mantenimiento,Media,Sur,Call center,0,NA,1.54,96,Cerrada,2,2026-03-11,miércoles,15
OT_00066,OT_00066_EV_003,2026-03-11T18:43:53Z,Clasificación de WO,Backoffice operativo,USR_02,Mantenimiento,Media,Sur,Call center,0,NA,0.11,96,Cerrada,3,2026-03-11,miércoles,15
OT_00066,OT_00066_EV_004,2026-03-11T21:44:29Z,Asignación,Backoffice operativo,USR_02,Mantenimiento,Media,Sur,Call center,0,NA,3.01,96,Cerrada,4,2026-03-11,miércoles,18
OT_00066,OT_00066_EV_005,2026-03-12T07:25:17Z,Agenda coordinada,Backoffice operativo,USR_27,Mantenimiento,Media,Sur,Call center,0,NA,9.68,96,Cerrada,5,2026-03-12,jueves,4
OT_00066,OT_00066_EV_006,2026-03-12T08:12:41Z,Trabajo iniciado,Técnico de campo,USR_08,Mantenimiento,Media,Sur,Call center,0,NA,0.79,96,Cerrada,6,2026-03-12,jueves,5
OT_00066,OT_00066_EV_007,2026-03-12T12:47:29Z,Trabajo finalizado,Técnico de campo,USR_13,Mantenimiento,Media,Sur,Call center,0,NA,4.58,96,Cerrada,7,2026-03-12,jueves,9
OT_00066,OT_00066_EV_008,2026-03-12T14:04:17Z,Validación de cierre,Supervisión de trabajo,USR_20,Mantenimiento,Media,Sur,Call center,0,NA,1.28,96,Cerrada,8,2026-03-12,jueves,11
OT_00066,OT_00066_EV_009,2026-03-12T14:32:29Z,WO cerrada,Backoffice operativo,USR_02,Mantenimiento,Media,Sur,Call center,0,NA,0.47,96,Cerrada,9,2026-03-12,jueves,11
OT_00067,OT_00067_EV_001,2026-02-07T18:36:19Z,WO creada,Atención al cliente,USR_21,Instalación,Alta,Sur,Comercial,0,NA,0,48,Cerrada,1,2026-02-07,sábado,15
OT_00067,OT_00067_EV_002,2026-02-07T19:32:43Z,Validación inicial,Backoffice operativo,USR_27,Instalación,Alta,Sur,Comercial,0,NA,0.94,48,Cerrada,2,2026-02-07,sábado,16
OT_00067,OT_00067_EV_003,2026-02-07T22:59:07Z,Solicitud de información adicional,Atención al cliente,USR_16,Instalación,Alta,Sur,Comercial,1,Información incompleta,3.44,48,Cerrada,3,2026-02-07,sábado,19
OT_00067,OT_00067_EV_004,2026-02-08T02:25:31Z,Validación inicial,Backoffice operativo,USR_07,Instalación,Alta,Sur,Comercial,1,Información incompleta,3.44,48,Cerrada,4,2026-02-08,sábado,23
OT_00067,OT_00067_EV_005,2026-02-08T04:08:43Z,Clasificación de WO,Backoffice operativo,USR_02,Instalación,Alta,Sur,Comercial,0,NA,1.72,48,Cerrada,5,2026-02-08,domingo,1
OT_00067,OT_00067_EV_006,2026-02-08T13:00:19Z,Asignación,Backoffice operativo,USR_22,Instalación,Alta,Sur,Comercial,0,NA,8.86,48,Cerrada,6,2026-02-08,domingo,10
OT_00067,OT_00067_EV_007,2026-02-08T14:50:43Z,Agenda coordinada,Backoffice operativo,USR_07,Instalación,Alta,Sur,Comercial,0,NA,1.84,48,Cerrada,7,2026-02-08,domingo,11
OT_00067,OT_00067_EV_008,2026-02-08T17:37:31Z,Trabajo iniciado,Técnico de campo,USR_08,Instalación,Alta,Sur,Comercial,0,NA,2.78,48,Cerrada,8,2026-02-08,domingo,14
OT_00067,OT_00067_EV_009,2026-02-08T18:19:31Z,Trabajo finalizado,Técnico de campo,USR_18,Instalación,Alta,Sur,Comercial,0,NA,0.7,48,Cerrada,9,2026-02-08,domingo,15
OT_00067,OT_00067_EV_010,2026-02-08T21:22:31Z,Validación de cierre,Supervisión de trabajo,USR_20,Instalación,Alta,Sur,Comercial,0,NA,3.05,48,Cerrada,10,2026-02-08,domingo,18
OT_00067,OT_00067_EV_011,2026-02-09T01:15:01Z,Corrección de cierre,Backoffice operativo,USR_07,Instalación,Alta,Sur,Comercial,1,Cierre administrativo observado,3.88,48,Cerrada,11,2026-02-09,domingo,22
OT_00067,OT_00067_EV_012,2026-02-09T05:07:31Z,Validación de cierre,Supervisión de trabajo,USR_25,Instalación,Alta,Sur,Comercial,1,Cierre administrativo observado,3.88,48,Cerrada,12,2026-02-09,lunes,2
OT_00067,OT_00067_EV_013,2026-02-09T05:28:31Z,WO cerrada,Backoffice operativo,USR_17,Instalación,Alta,Sur,Comercial,0,NA,0.35,48,Cerrada,13,2026-02-09,lunes,2
OT_00068,OT_00068_EV_001,2026-01-24T07:59:23Z,WO creada,Atención al cliente,USR_06,Reparación,Crítica,Sur,Sistema,0,NA,0,24,Cerrada,1,2026-01-24,sábado,4
OT_00068,OT_00068_EV_002,2026-01-24T11:07:47Z,Validación inicial,Backoffice operativo,USR_07,Reparación,Crítica,Sur,Sistema,0,NA,3.14,24,Cerrada,2,2026-01-24,sábado,8
OT_00068,OT_00068_EV_003,2026-01-24T12:37:11Z,Clasificación de WO,Backoffice operativo,USR_27,Reparación,Crítica,Sur,Sistema,0,NA,1.49,24,Cerrada,3,2026-01-24,sábado,9
OT_00068,OT_00068_EV_004,2026-01-24T13:33:35Z,Asignación,Backoffice operativo,USR_07,Reparación,Crítica,Sur,Sistema,0,NA,0.94,24,Cerrada,4,2026-01-24,sábado,10
OT_00068,OT_00068_EV_005,2026-01-24T23:11:23Z,Agenda coordinada,Backoffice operativo,USR_02,Reparación,Crítica,Sur,Sistema,0,NA,9.63,24,Cerrada,5,2026-01-24,sábado,20
OT_00068,OT_00068_EV_006,2026-01-25T01:11:59Z,Trabajo iniciado,Técnico de campo,USR_08,Reparación,Crítica,Sur,Sistema,0,NA,2.01,24,Cerrada,6,2026-01-25,sábado,22
OT_00068,OT_00068_EV_007,2026-01-25T02:46:11Z,Trabajo finalizado,Técnico de campo,USR_13,Reparación,Crítica,Sur,Sistema,0,NA,1.57,24,Cerrada,7,2026-01-25,sábado,23
OT_00068,OT_00068_EV_008,2026-01-25T19:27:35Z,Validación de cierre,Supervisión de trabajo,USR_10,Reparación,Crítica,Sur,Sistema,0,NA,16.69,24,Cerrada,8,2026-01-25,domingo,16
OT_00068,OT_00068_EV_009,2026-01-25T20:22:47Z,WO cerrada,Backoffice operativo,USR_02,Reparación,Crítica,Sur,Sistema,0,NA,0.92,24,Cerrada,9,2026-01-25,domingo,17
OT_00069,OT_00069_EV_001,2026-01-22T17:24:42Z,WO creada,Atención al cliente,USR_16,Instalación,Media,Este,Web,0,NA,0,96,Cerrada,1,2026-01-22,jueves,14
OT_00069,OT_00069_EV_002,2026-01-22T22:38:30Z,Validación inicial,Backoffice operativo,USR_27,Instalación,Media,Este,Web,0,NA,5.23,96,Cerrada,2,2026-01-22,jueves,19
OT_00069,OT_00069_EV_003,2026-01-22T23:36:06Z,Clasificación de WO,Backoffice operativo,USR_02,Instalación,Media,Este,Web,0,NA,0.96,96,Cerrada,3,2026-01-22,jueves,20
OT_00069,OT_00069_EV_004,2026-01-23T03:45:42Z,Asignación,Backoffice operativo,USR_07,Instalación,Media,Este,Web,0,NA,4.16,96,Cerrada,4,2026-01-23,viernes,0
OT_00069,OT_00069_EV_005,2026-01-23T11:43:54Z,Agenda coordinada,Backoffice operativo,USR_22,Instalación,Media,Este,Web,0,NA,7.97,96,Cerrada,5,2026-01-23,viernes,8
OT_00069,OT_00069_EV_006,2026-01-23T12:55:18Z,Trabajo iniciado,Técnico de campo,USR_23,Instalación,Media,Este,Web,0,NA,1.19,96,Cerrada,6,2026-01-23,viernes,9
OT_00069,OT_00069_EV_007,2026-01-23T14:46:54Z,Trabajo finalizado,Técnico de campo,USR_08,Instalación,Media,Este,Web,0,NA,1.86,96,Cerrada,7,2026-01-23,viernes,11
OT_00069,OT_00069_EV_008,2026-01-23T19:03:42Z,Validación de cierre,Supervisión de trabajo,USR_20,Instalación,Media,Este,Web,0,NA,4.28,96,Cerrada,8,2026-01-23,viernes,16
OT_00069,OT_00069_EV_009,2026-01-23T19:30:06Z,WO cerrada,Backoffice operativo,USR_02,Instalación,Media,Este,Web,0,NA,0.44,96,Cerrada,9,2026-01-23,viernes,16
OT_00070,OT_00070_EV_001,2026-03-18T07:12:12Z,WO creada,Atención al cliente,USR_26,Mantenimiento,Media,Norte,Call center,0,NA,0,96,Cerrada,1,2026-03-18,miércoles,4
OT_00070,OT_00070_EV_002,2026-03-18T10:46:24Z,Validación inicial,Backoffice operativo,USR_02,Mantenimiento,Media,Norte,Call center,0,NA,3.57,96,Cerrada,2,2026-03-18,miércoles,7
OT_00070,OT_00070_EV_003,2026-03-18T10:53:00Z,Clasificación de WO,Backoffice operativo,USR_07,Mantenimiento,Media,Norte,Call center,0,NA,0.11,96,Cerrada,3,2026-03-18,miércoles,7
OT_00070,OT_00070_EV_004,2026-03-18T13:10:24Z,Asignación,Backoffice operativo,USR_27,Mantenimiento,Media,Norte,Call center,0,NA,2.29,96,Cerrada,4,2026-03-18,miércoles,10
OT_00070,OT_00070_EV_005,2026-03-19T01:53:00Z,Agenda coordinada,Backoffice operativo,USR_17,Mantenimiento,Media,Norte,Call center,0,NA,12.71,96,Cerrada,5,2026-03-19,miércoles,22
OT_00070,OT_00070_EV_006,2026-03-19T03:03:12Z,Trabajo iniciado,Técnico de campo,USR_23,Mantenimiento,Media,Norte,Call center,0,NA,1.17,96,Cerrada,6,2026-03-19,jueves,0
OT_00070,OT_00070_EV_007,2026-03-19T06:28:24Z,Trabajo finalizado,Técnico de campo,USR_28,Mantenimiento,Media,Norte,Call center,0,NA,3.42,96,Cerrada,7,2026-03-19,jueves,3
OT_00070,OT_00070_EV_008,2026-03-19T11:41:00Z,Validación de cierre,Supervisión de trabajo,USR_25,Mantenimiento,Media,Norte,Call center,0,NA,5.21,96,Cerrada,8,2026-03-19,jueves,8
OT_00070,OT_00070_EV_009,2026-03-19T12:24:12Z,WO cerrada,Backoffice operativo,USR_12,Mantenimiento,Media,Norte,Call center,0,NA,0.72,96,Cerrada,9,2026-03-19,jueves,9
OT_00071,OT_00071_EV_001,2026-02-06T10:49:11Z,WO creada,Atención al cliente,USR_16,Inspección,Alta,Oeste,Comercial,0,NA,0,48,Cerrada,1,2026-02-06,viernes,7
OT_00071,OT_00071_EV_002,2026-02-06T11:32:59Z,Validación inicial,Backoffice operativo,USR_22,Inspección,Alta,Oeste,Comercial,0,NA,0.73,48,Cerrada,2,2026-02-06,viernes,8
OT_00071,OT_00071_EV_003,2026-02-06T21:11:05Z,Solicitud de información adicional,Atención al cliente,USR_16,Inspección,Alta,Oeste,Comercial,1,Información incompleta,9.63,48,Cerrada,3,2026-02-06,viernes,18
OT_00071,OT_00071_EV_004,2026-02-07T06:49:11Z,Validación inicial,Backoffice operativo,USR_17,Inspección,Alta,Oeste,Comercial,1,Información incompleta,9.63,48,Cerrada,4,2026-02-07,sábado,3
OT_00071,OT_00071_EV_005,2026-02-07T06:50:23Z,Clasificación de WO,Backoffice operativo,USR_07,Inspección,Alta,Oeste,Comercial,0,NA,0.02,48,Cerrada,5,2026-02-07,sábado,3
OT_00071,OT_00071_EV_006,2026-02-07T11:18:35Z,Asignación,Backoffice operativo,USR_12,Inspección,Alta,Oeste,Comercial,0,NA,4.47,48,Cerrada,6,2026-02-07,sábado,8
OT_00071,OT_00071_EV_007,2026-02-08T05:13:47Z,Agenda coordinada,Backoffice operativo,USR_27,Inspección,Alta,Oeste,Comercial,0,NA,17.92,48,Cerrada,7,2026-02-08,domingo,2
OT_00071,OT_00071_EV_008,2026-02-08T06:32:59Z,Trabajo iniciado,Técnico de campo,USR_03,Inspección,Alta,Oeste,Comercial,0,NA,1.32,48,Cerrada,8,2026-02-08,domingo,3
OT_00071,OT_00071_EV_009,2026-02-08T07:58:11Z,Trabajo finalizado,Técnico de campo,USR_13,Inspección,Alta,Oeste,Comercial,0,NA,1.42,48,Cerrada,9,2026-02-08,domingo,4
OT_00071,OT_00071_EV_010,2026-02-08T09:41:59Z,Validación de cierre,Supervisión de trabajo,USR_30,Inspección,Alta,Oeste,Comercial,0,NA,1.73,48,Cerrada,10,2026-02-08,domingo,6
OT_00071,OT_00071_EV_011,2026-02-08T11:16:47Z,WO cerrada,Backoffice operativo,USR_17,Inspección,Alta,Oeste,Comercial,0,NA,1.58,48,Cerrada,11,2026-02-08,domingo,8
OT_00072,OT_00072_EV_001,2026-01-14T05:21:40Z,WO creada,Atención al cliente,USR_01,Mantenimiento,Alta,Sur,Web,0,NA,0,48,Cerrada,1,2026-01-14,miércoles,2
OT_00072,OT_00072_EV_002,2026-01-14T07:04:16Z,Validación inicial,Backoffice operativo,USR_12,Mantenimiento,Alta,Sur,Web,0,NA,1.71,48,Cerrada,2,2026-01-14,miércoles,4
OT_00072,OT_00072_EV_003,2026-01-14T08:00:40Z,Clasificación de WO,Backoffice operativo,USR_17,Mantenimiento,Alta,Sur,Web,0,NA,0.94,48,Cerrada,3,2026-01-14,miércoles,5
OT_00072,OT_00072_EV_004,2026-01-14T10:31:16Z,Asignación,Backoffice operativo,USR_27,Mantenimiento,Alta,Sur,Web,0,NA,2.51,48,Cerrada,4,2026-01-14,miércoles,7
OT_00072,OT_00072_EV_005,2026-01-14T13:32:28Z,Agenda coordinada,Backoffice operativo,USR_12,Mantenimiento,Alta,Sur,Web,0,NA,3.02,48,Cerrada,5,2026-01-14,miércoles,10
OT_00072,OT_00072_EV_006,2026-01-14T18:22:34Z,Contacto con cliente para reagendar,Atención al cliente,USR_16,Mantenimiento,Alta,Sur,Web,1,Reagendamiento,4.84,48,Cerrada,6,2026-01-14,miércoles,15
OT_00072,OT_00072_EV_007,2026-01-14T23:12:40Z,Agenda coordinada,Backoffice operativo,USR_22,Mantenimiento,Alta,Sur,Web,1,Reagendamiento,4.84,48,Cerrada,7,2026-01-14,miércoles,20
OT_00072,OT_00072_EV_008,2026-01-15T00:57:40Z,Trabajo iniciado,Técnico de campo,USR_28,Mantenimiento,Alta,Sur,Web,0,NA,1.75,48,Cerrada,8,2026-01-15,miércoles,21
OT_00072,OT_00072_EV_009,2026-01-15T03:50:28Z,Trabajo finalizado,Técnico de campo,USR_18,Mantenimiento,Alta,Sur,Web,0,NA,2.88,48,Cerrada,9,2026-01-15,jueves,0
OT_00072,OT_00072_EV_010,2026-01-15T07:11:46Z,Trabajo iniciado,Técnico de campo,USR_03,Mantenimiento,Alta,Sur,Web,1,Ejecución fallida,3.36,48,Cerrada,10,2026-01-15,jueves,4
OT_00072,OT_00072_EV_011,2026-01-15T10:33:04Z,Trabajo finalizado,Técnico de campo,USR_03,Mantenimiento,Alta,Sur,Web,1,Ejecución fallida,3.36,48,Cerrada,11,2026-01-15,jueves,7
OT_00072,OT_00072_EV_012,2026-01-15T17:34:16Z,Validación de cierre,Supervisión de trabajo,USR_30,Mantenimiento,Alta,Sur,Web,0,NA,7.02,48,Cerrada,12,2026-01-15,jueves,14
OT_00072,OT_00072_EV_013,2026-01-15T19:46:52Z,WO cerrada,Backoffice operativo,USR_27,Mantenimiento,Alta,Sur,Web,0,NA,2.21,48,Cerrada,13,2026-01-15,jueves,16
OT_00073,OT_00073_EV_001,2026-03-19T15:19:05Z,WO creada,Atención al cliente,USR_06,Instalación,Media,Este,Web,0,NA,0,96,Cerrada,1,2026-03-19,jueves,12
OT_00073,OT_00073_EV_002,2026-03-19T17:23:53Z,Validación inicial,Backoffice operativo,USR_07,Instalación,Media,Este,Web,0,NA,2.08,96,Cerrada,2,2026-03-19,jueves,14
OT_00073,OT_00073_EV_003,2026-03-19T17:35:17Z,Clasificación de WO,Backoffice operativo,USR_27,Instalación,Media,Este,Web,0,NA,0.19,96,Cerrada,3,2026-03-19,jueves,14
OT_00073,OT_00073_EV_004,2026-03-20T02:14:17Z,Asignación,Backoffice operativo,USR_07,Instalación,Media,Este,Web,0,NA,8.65,96,Cerrada,4,2026-03-20,jueves,23
OT_00073,OT_00073_EV_005,2026-03-20T19:47:53Z,Agenda coordinada,Backoffice operativo,USR_22,Instalación,Media,Este,Web,0,NA,17.56,96,Cerrada,5,2026-03-20,viernes,16
OT_00073,OT_00073_EV_006,2026-03-20T20:04:41Z,Trabajo iniciado,Técnico de campo,USR_28,Instalación,Media,Este,Web,0,NA,0.28,96,Cerrada,6,2026-03-20,viernes,17
OT_00073,OT_00073_EV_007,2026-03-20T23:10:41Z,Trabajo finalizado,Técnico de campo,USR_18,Instalación,Media,Este,Web,0,NA,3.1,96,Cerrada,7,2026-03-20,viernes,20
OT_00073,OT_00073_EV_008,2026-03-21T03:56:53Z,Validación de cierre,Supervisión de trabajo,USR_15,Instalación,Media,Este,Web,0,NA,4.77,96,Cerrada,8,2026-03-21,sábado,0
OT_00073,OT_00073_EV_009,2026-03-21T05:57:29Z,WO cerrada,Backoffice operativo,USR_07,Instalación,Media,Este,Web,0,NA,2.01,96,Cerrada,9,2026-03-21,sábado,2
OT_00074,OT_00074_EV_001,2026-03-24T07:40:07Z,WO creada,Atención al cliente,USR_11,Reparación,Media,Este,Sistema,0,NA,0,96,Cerrada,1,2026-03-24,martes,4
OT_00074,OT_00074_EV_002,2026-03-24T08:05:55Z,Validación inicial,Backoffice operativo,USR_17,Reparación,Media,Este,Sistema,0,NA,0.43,96,Cerrada,2,2026-03-24,martes,5
OT_00074,OT_00074_EV_003,2026-03-24T08:20:55Z,Clasificación de WO,Backoffice operativo,USR_12,Reparación,Media,Este,Sistema,0,NA,0.25,96,Cerrada,3,2026-03-24,martes,5
OT_00074,OT_00074_EV_004,2026-03-24T14:03:31Z,Asignación,Backoffice operativo,USR_07,Reparación,Media,Este,Sistema,0,NA,5.71,96,Cerrada,4,2026-03-24,martes,11
OT_00074,OT_00074_EV_005,2026-03-24T19:33:31Z,Agenda coordinada,Backoffice operativo,USR_07,Reparación,Media,Este,Sistema,0,NA,5.5,96,Cerrada,5,2026-03-24,martes,16
