ot_id,tipo_ot,prioridad,zona,canal_origen,sla_objetivo_horas,estado_final,fecha_creacion,fecha_cierre,lead_time_horas,cantidad_eventos,cantidad_loops,tuvo_loop,fuera_sla
OT_00188,Reparación,Media,Sur,Web,96,Cerrada,2026-02-08T01:55:05Z,2026-02-12T02:00:29Z,96.09,15,6,1,1
OT_00189,Inspección,Media,Oeste,Call center,96,Cerrada,2026-02-14T14:32:28Z,2026-02-15T16:36:40Z,26.07,9,0,0,0
OT_00190,Mantenimiento,Baja,Sur,Sistema,168,Cerrada,2026-02-24T04:39:13Z,2026-02-25T19:56:01Z,39.28,9,0,0,0
OT_00191,Instalación,Alta,Norte,Comercial,48,Cerrada,2026-02-07T10:19:16Z,2026-02-08T09:45:04Z,23.43,9,0,0,0
OT_00192,Mantenimiento,Media,Sur,Call center,96,Cerrada,2026-01-12T10:00:48Z,2026-01-13T19:23:00Z,33.37,13,4,1,0
OT_00193,Reparación,Media,Norte,Web,96,Cerrada,2026-03-13T11:56:55Z,2026-03-15T02:17:19Z,38.34,9,0,0,0
OT_00194,Reparación,Media,Norte,Comercial,96,Cerrada,2026-02-18T20:02:45Z,2026-02-21T13:02:09Z,64.99,15,6,1,0
OT_00195,Inspección,Media,Oeste,Web,96,Cerrada,2026-03-18T09:20:27Z,2026-03-22T05:18:03Z,91.96,13,4,1,0
OT_00196,Instalación,Media,Norte,Call center,96,Cerrada,2026-02-17T09:50:50Z,2026-02-18T13:07:38Z,27.28,9,0,0,0
OT_00197,Reparación,Media,Sur,Comercial,96,Cerrada,2026-01-05T13:38:57Z,2026-01-08T18:49:09Z,77.17,13,4,1,0
OT_00198,Reparación,Media,Oeste,Comercial,96,Cerrada,2026-03-03T09:39:33Z,2026-03-07T17:03:33Z,103.4,15,6,1,1
OT_00199,Instalación,Crítica,Oeste,Comercial,24,Cerrada,2026-01-03T09:43:21Z,2026-01-05T01:45:09Z,40.03,9,0,0,1
OT_00200,Instalación,Media,Sur,Call center,96,Cerrada,2026-02-27T07:06:54Z,2026-02-28T09:31:30Z,26.41,9,0,0,0
OT_00201,Reparación,Alta,Oeste,Call center,48,Cerrada,2026-01-19T09:56:24Z,2026-01-22T08:28:48Z,70.54,13,4,1,1
OT_00202,Reparación,Alta,Norte,Comercial,48,Cerrada,2026-03-07T15:05:27Z,2026-03-08T19:13:15Z,28.13,11,2,1,0
OT_00203,Mantenimiento,Alta,Oeste,Comercial,48,Cerrada,2026-01-20T18:32:20Z,2026-01-21T18:05:20Z,23.55,9,0,0,0
OT_00204,Reparación,Baja,Sur,Web,168,Cerrada,2026-03-10T17:30:07Z,2026-03-12T04:24:07Z,34.9,11,2,1,0
OT_00205,Reparación,Alta,Este,Web,48,Cerrada,2026-03-17T08:46:05Z,2026-03-18T21:44:17Z,36.97,11,2,1,0
OT_00206,Inspección,Baja,Sur,Web,168,Cerrada,2026-01-28T00:32:04Z,2026-01-29T12:23:04Z,35.85,9,0,0,0
OT_00207,Mantenimiento,Media,Sur,Web,96,Cerrada,2026-01-17T21:19:12Z,2026-01-19T16:46:48Z,43.46,9,0,0,0
OT_00208,Mantenimiento,Baja,Este,Sistema,168,Cerrada,2026-01-14T13:28:23Z,2026-01-15T11:12:47Z,21.74,9,0,0,0
OT_00209,Mantenimiento,Baja,Norte,Sistema,168,Cerrada,2026-01-11T04:22:06Z,2026-01-11T23:20:54Z,18.98,9,0,0,0
OT_00210,Reparación,Crítica,Oeste,Web,24,Cerrada,2026-01-03T17:02:56Z,2026-01-05T06:46:44Z,37.73,9,0,0,1
OT_00211,Reparación,Alta,Centro,Web,48,Cerrada,2026-01-02T01:06:49Z,2026-01-04T04:24:49Z,51.3,11,2,1,1
OT_00212,Mantenimiento,Media,Norte,Call center,96,Cerrada,2026-02-02T23:51:19Z,2026-02-04T02:12:55Z,26.36,9,0,0,0
OT_00213,Reparación,Media,Norte,Call center,96,Cerrada,2026-01-06T19:04:30Z,2026-01-13T16:41:06Z,165.61,17,8,1,1
OT_00214,Mantenimiento,Media,Sur,Web,96,Cerrada,2026-03-14T06:48:48Z,2026-03-15T18:26:00Z,35.62,9,0,0,0
OT_00215,Instalación,Media,Norte,Call center,96,Cerrada,2026-02-05T08:51:34Z,2026-02-06T09:57:34Z,25.1,9,0,0,0
OT_00216,Instalación,Alta,Centro,Web,48,Cerrada,2026-02-03T21:30:32Z,2026-02-05T14:11:20Z,40.68,9,0,0,0
OT_00217,Reparación,Media,Oeste,Sistema,96,Cerrada,2026-02-17T13:53:02Z,2026-02-19T01:26:02Z,35.55,9,0,0,0
OT_00218,Inspección,Alta,Centro,Comercial,48,Cerrada,2026-01-28T06:57:03Z,2026-01-30T12:48:39Z,53.86,9,0,0,1
OT_00219,Instalación,Alta,Centro,Sistema,48,Cerrada,2026-02-02T11:48:47Z,2026-02-04T21:54:11Z,58.09,9,0,0,1
OT_00220,Instalación,Crítica,Norte,Web,24,Cerrada,2026-01-30T11:52:03Z,2026-01-31T23:44:15Z,35.87,9,0,0,1
OT_00221,Reparación,Crítica,Oeste,Comercial,24,Cerrada,2026-02-03T16:10:11Z,2026-02-08T23:56:59Z,127.78,15,6,1,1
OT_00222,Instalación,Alta,Centro,Call center,48,Cerrada,2026-02-18T13:47:30Z,2026-02-19T16:54:06Z,27.11,9,0,0,0
OT_00223,Mantenimiento,Baja,Sur,Sistema,168,Cerrada,2026-02-13T09:01:03Z,2026-02-16T21:15:27Z,84.24,9,0,0,0
OT_00224,Mantenimiento,Media,Este,Call center,96,Cerrada,2026-02-26T12:28:58Z,2026-02-27T10:36:46Z,22.13,9,0,0,0
OT_00225,Reparación,Alta,Norte,Comercial,48,Cerrada,2026-03-29T15:01:11Z,2026-03-31T03:54:35Z,36.89,9,0,0,0
OT_00226,Reparación,Media,Oeste,Sistema,96,Cerrada,2026-01-14T12:15:11Z,2026-01-18T10:25:59Z,94.18,11,2,1,0
OT_00227,Mantenimiento,Media,Norte,Call center,96,Cerrada,2026-02-23T04:28:23Z,2026-02-26T07:09:11Z,74.68,15,6,1,0
OT_00228,Inspección,Media,Este,Call center,96,Cerrada,2026-03-18T08:26:55Z,2026-03-21T09:58:43Z,73.53,15,6,1,0
OT_00229,Reparación,Media,Este,Comercial,96,Cerrada,2026-02-14T17:26:05Z,2026-02-15T21:02:41Z,27.61,9,0,0,0
OT_00230,Reparación,Media,Este,Comercial,96,Cerrada,2026-01-04T10:02:49Z,2026-01-06T12:14:13Z,50.19,9,0,0,0
OT_00231,Instalación,Media,Oeste,Call center,96,Cerrada,2026-01-02T22:55:49Z,2026-01-04T02:18:37Z,27.38,9,0,0,0
OT_00232,Mantenimiento,Baja,Sur,Call center,168,Cerrada,2026-02-17T13:07:04Z,2026-02-20T00:56:16Z,59.82,11,2,1,0
OT_00233,Reparación,Alta,Norte,Call center,48,Cerrada,2026-01-11T12:31:51Z,2026-01-12T17:52:51Z,29.35,11,2,1,0
OT_00234,Instalación,Baja,Norte,Call center,168,Cerrada,2026-01-14T19:53:32Z,2026-01-16T08:43:56Z,36.84,9,0,0,0
OT_00235,Reparación,Media,Centro,Comercial,96,Cerrada,2026-03-23T09:10:27Z,2026-03-24T18:26:39Z,33.27,9,0,0,0
OT_00236,Reparación,Baja,Norte,Call center,168,Cerrada,2026-03-04T07:40:54Z,2026-03-06T06:12:42Z,46.53,9,0,0,0
OT_00237,Reparación,Media,Oeste,Comercial,96,Cerrada,2026-01-29T22:42:14Z,2026-02-01T19:40:26Z,68.97,11,2,1,0
OT_00238,Mantenimiento,Media,Sur,Call center,96,Cerrada,2026-01-02T05:01:05Z,2026-01-03T03:46:41Z,22.76,9,0,0,0
OT_00239,Mantenimiento,Alta,Norte,Call center,48,Cerrada,2026-02-13T04:13:49Z,2026-02-14T06:51:37Z,26.63,9,0,0,0
OT_00240,Mantenimiento,Media,Sur,Call center,96,Cerrada,2026-01-20T03:49:14Z,2026-01-21T01:46:14Z,21.95,9,0,0,0
OT_00241,Reparación,Alta,Sur,Call center,48,Cerrada,2026-02-10T14:57:15Z,2026-02-12T17:03:15Z,50.1,9,0,0,1
OT_00242,Mantenimiento,Baja,Oeste,Call center,168,Cerrada,2026-02-11T01:52:05Z,2026-02-11T18:59:17Z,17.12,9,0,0,0
OT_00243,Mantenimiento,Baja,Sur,Web,168,Cerrada,2026-02-11T09:12:22Z,2026-02-12T20:10:34Z,34.97,9,0,0,0
OT_00244,Reparación,Alta,Centro,Web,48,Cerrada,2026-02-04T04:11:30Z,2026-02-05T18:10:18Z,37.98,9,0,0,0
OT_00245,Instalación,Alta,Sur,Call center,48,Cerrada,2026-03-29T03:47:53Z,2026-03-30T23:26:53Z,43.65,9,0,0,0
OT_00246,Instalación,Alta,Norte,Call center,48,Cerrada,2026-02-23T12:34:58Z,2026-02-25T10:00:10Z,45.42,9,0,0,0
OT_00247,Reparación,Baja,Sur,Call center,168,Cerrada,2026-02-23T09:38:00Z,2026-02-24T08:59:00Z,23.35,9,0,0,0
OT_00248,Reparación,Media,Este,Call center,96,Cerrada,2026-03-19T12:46:44Z,2026-03-21T14:58:44Z,50.2,13,4,1,0
OT_00249,Instalación,Media,Centro,Comercial,96,Cerrada,2026-03-13T18:52:36Z,2026-03-14T22:15:24Z,27.38,9,0,0,0
OT_00250,Reparación,Alta,Centro,Comercial,48,Cerrada,2026-03-29T16:39:06Z,2026-03-31T08:19:18Z,39.67,9,0,0,0
OT_00251,Mantenimiento,Media,Oeste,Call center,96,Cerrada,2026-02-27T05:58:41Z,2026-02-28T15:02:53Z,33.07,9,0,0,0
OT_00252,Mantenimiento,Media,Norte,Web,96,Cerrada,2026-01-09T07:28:36Z,2026-01-10T20:56:48Z,37.47,9,0,0,0
OT_00253,Instalación,Media,Norte,Call center,96,Cerrada,2026-03-13T12:31:08Z,2026-03-14T12:25:08Z,23.9,9,0,0,0
OT_00254,Reparación,Alta,Norte,Sistema,48,Cerrada,2026-01-08T20:03:08Z,2026-01-10T22:53:32Z,50.84,15,6,1,1
OT_00255,Mantenimiento,Baja,Norte,Sistema,168,Cerrada,2026-02-06T19:53:18Z,2026-02-07T21:55:42Z,26.04,9,0,0,0
OT_00256,Reparación,Media,Sur,Sistema,96,Cerrada,2026-01-01T13:38:59Z,2026-01-03T02:21:35Z,36.71,13,4,1,0
OT_00257,Instalación,Media,Norte,Web,96,Cerrada,2026-02-06T17:44:58Z,2026-02-08T05:02:22Z,35.29,9,0,0,0
OT_00258,Instalación,Alta,Norte,Sistema,48,Cerrada,2026-02-07T14:58:15Z,2026-02-10T06:16:51Z,63.31,15,6,1,1
OT_00259,Mantenimiento,Alta,Sur,Sistema,48,Cerrada,2026-01-23T04:57:34Z,2026-01-25T08:47:58Z,51.84,11,2,1,1
OT_00260,Instalación,Baja,Norte,Call center,168,Cerrada,2026-02-14T14:01:41Z,2026-02-15T17:46:41Z,27.75,9,0,0,0
OT_00261,Inspección,Crítica,Sur,Call center,24,Cerrada,2026-02-12T14:13:05Z,2026-02-14T00:25:05Z,34.2,9,0,0,1
OT_00262,Instalación,Media,Centro,Web,96,Cerrada,2026-02-07T06:03:33Z,2026-02-09T21:19:09Z,63.26,9,0,0,0
OT_00263,Mantenimiento,Crítica,Oeste,Call center,24,Cerrada,2026-03-23T21:56:37Z,2026-03-24T22:13:25Z,24.28,11,2,1,1
OT_00264,Instalación,Media,Norte,Call center,96,Cerrada,2026-02-26T09:13:23Z,2026-02-27T14:30:47Z,29.29,9,0,0,0
OT_00265,Mantenimiento,Baja,Sur,Call center,168,Cerrada,2026-03-21T17:58:25Z,2026-03-23T04:26:37Z,34.47,9,0,0,0
OT_00266,Inspección,Media,Sur,Comercial,96,Cerrada,2026-03-26T16:36:42Z,2026-03-28T17:25:18Z,48.81,9,0,0,0
OT_00267,Mantenimiento,Media,Este,Call center,96,Cerrada,2026-01-13T08:52:26Z,2026-01-14T11:54:14Z,27.03,9,0,0,0
OT_00268,Mantenimiento,Baja,Norte,Comercial,168,Cerrada,2026-03-14T12:29:22Z,2026-03-16T04:59:22Z,40.5,9,0,0,0
OT_00269,Mantenimiento,Alta,Norte,Web,48,Cerrada,2026-01-27T21:26:50Z,2026-01-29T01:03:26Z,27.61,9,0,0,0
OT_00270,Inspección,Alta,Centro,Call center,48,Cerrada,2026-01-12T02:51:45Z,2026-01-13T04:04:57Z,25.22,9,0,0,0
OT_00271,Mantenimiento,Baja,Norte,Sistema,168,Cerrada,2026-03-27T10:34:29Z,2026-03-30T14:04:29Z,75.5,13,4,1,0
OT_00272,Inspección,Alta,Sur,Comercial,48,Cerrada,2026-01-13T03:11:30Z,2026-01-16T09:12:42Z,78.02,15,6,1,1
OT_00273,Inspección,Media,Norte,Web,96,Cerrada,2026-01-01T11:18:52Z,2026-01-02T07:53:04Z,20.57,9,0,0,0
OT_00274,Instalación,Media,Norte,Comercial,96,Cerrada,2026-01-16T15:07:49Z,2026-01-18T14:04:13Z,46.94,9,0,0,0
OT_00275,Mantenimiento,Media,Este,Web,96,Cerrada,2026-03-22T00:47:58Z,2026-03-24T00:33:34Z,47.76,13,4,1,0
OT_00276,Reparación,Baja,Norte,Call center,168,Cerrada,2026-02-03T14:17:23Z,2026-02-05T07:01:47Z,40.74,9,0,0,0
OT_00277,Inspección,Baja,Sur,Web,168,Cerrada,2026-03-28T03:12:08Z,2026-03-29T19:52:56Z,40.68,11,2,1,0
OT_00278,Mantenimiento,Baja,Sur,Comercial,168,Cerrada,2026-01-21T10:45:53Z,2026-01-23T05:08:41Z,42.38,9,0,0,0
OT_00279,Reparación,Baja,Norte,Call center,168,Cerrada,2026-03-29T13:41:43Z,2026-04-01T02:24:55Z,60.72,9,0,0,0
OT_00280,Instalación,Media,Centro,Call center,96,Cerrada,2026-03-01T21:50:23Z,2026-03-02T23:25:11Z,25.58,9,0,0,0
OT_00281,Mantenimiento,Baja,Oeste,Web,168,Cerrada,2026-02-06T18:14:14Z,2026-02-07T17:10:02Z,22.93,9,0,0,0
OT_00282,Mantenimiento,Alta,Sur,Call center,48,Cerrada,2026-02-08T19:59:02Z,2026-02-10T00:33:50Z,28.58,9,0,0,0
OT_00283,Reparación,Media,Sur,Call center,96,Cerrada,2026-02-06T23:01:17Z,2026-02-08T08:12:41Z,33.19,11,2,1,0
OT_00284,Reparación,Crítica,Norte,Call center,24,Cerrada,2026-03-19T18:41:44Z,2026-03-22T07:17:08Z,60.59,11,2,1,1
OT_00285,Mantenimiento,Crítica,Centro,Web,24,Cerrada,2026-02-11T03:41:07Z,2026-02-14T12:35:43Z,80.91,11,2,1,1
OT_00286,Inspección,Media,Sur,Web,96,Cerrada,2026-01-29T21:35:28Z,2026-02-07T13:55:52Z,208.34,17,8,1,1
OT_00287,Mantenimiento,Media,Este,Call center,96,Cerrada,2026-03-27T16:42:50Z,2026-03-29T02:32:02Z,33.82,9,0,0,0
OT_00288,Instalación,Baja,Sur,Call center,168,Cerrada,2026-03-24T19:12:43Z,2026-03-25T20:00:07Z,24.79,9,0,0,0
OT_00289,Reparación,Baja,Oeste,Call center,168,Cerrada,2026-01-23T09:50:52Z,2026-01-25T14:17:16Z,52.44,11,2,1,0
OT_00290,Reparación,Media,Centro,Comercial,96,Cerrada,2026-01-31T21:47:57Z,2026-02-02T00:08:21Z,26.34,9,0,0,0
OT_00291,Instalación,Alta,Este,Comercial,48,Cerrada,2026-03-06T09:39:54Z,2026-03-07T12:51:54Z,27.2,9,0,0,0
OT_00292,Reparación,Baja,Centro,Call center,168,Cerrada,2026-03-16T01:55:24Z,2026-03-17T00:33:48Z,22.64,13,4,1,0
OT_00293,Mantenimiento,Alta,Oeste,Web,48,Cerrada,2026-02-16T20:10:52Z,2026-02-20T20:08:28Z,95.96,13,4,1,1
OT_00294,Reparación,Alta,Sur,Web,48,Cerrada,2026-02-18T23:08:16Z,2026-02-23T01:37:04Z,98.48,15,6,1,1
OT_00295,Reparación,Alta,Norte,Web,48,Cerrada,2026-03-13T19:29:47Z,2026-03-15T21:11:11Z,49.69,9,0,0,1
OT_00296,Reparación,Baja,Centro,Call center,168,Cerrada,2026-03-14T15:33:25Z,2026-03-15T22:33:25Z,31,11,2,1,0
OT_00297,Reparación,Media,Norte,Web,96,Cerrada,2026-03-14T23:18:33Z,2026-03-16T18:10:09Z,42.86,13,4,1,0
OT_00298,Instalación,Media,Sur,Web,96,Cerrada,2026-02-12T13:51:10Z,2026-02-15T00:45:46Z,58.91,13,4,1,0
OT_00299,Reparación,Media,Este,Comercial,96,Cerrada,2026-03-19T21:05:01Z,2026-03-20T21:07:25Z,24.04,9,0,0,0
OT_00300,Reparación,Baja,Este,Call center,168,Cerrada,2026-02-20T03:09:53Z,2026-02-21T07:47:41Z,28.63,11,2,1,0
OT_00301,Reparación,Media,Norte,Call center,96,Cerrada,2026-02-19T20:11:55Z,2026-02-20T13:59:19Z,17.79,9,0,0,0
OT_00302,Reparación,Alta,Oeste,Call center,48,Cerrada,2026-01-13T23:33:16Z,2026-01-18T22:57:16Z,119.4,15,6,1,1
OT_00303,Mantenimiento,Media,Oeste,Call center,96,Cerrada,2026-01-17T18:15:58Z,2026-01-19T01:52:34Z,31.61,9,0,0,0
OT_00304,Instalación,Media,Sur,Call center,96,Cerrada,2026-03-14T23:23:42Z,2026-03-15T17:54:18Z,18.51,9,0,0,0
OT_00305,Mantenimiento,Media,Centro,Web,96,Cerrada,2026-01-08T20:23:50Z,2026-01-10T00:59:14Z,28.59,9,0,0,0
OT_00306,Reparación,Baja,Oeste,Comercial,168,Cerrada,2026-02-24T02:25:25Z,2026-02-25T18:32:01Z,40.11,9,0,0,0
OT_00307,Inspección,Media,Oeste,Sistema,96,Cerrada,2026-01-30T10:53:29Z,2026-02-01T02:19:17Z,39.43,9,0,0,0
OT_00308,Mantenimiento,Baja,Este,Web,168,Cerrada,2026-03-21T11:03:11Z,2026-03-25T07:19:23Z,92.27,11,2,1,0
OT_00309,Instalación,Alta,Centro,Call center,48,Cerrada,2026-02-09T22:15:51Z,2026-02-11T02:32:39Z,28.28,9,0,0,0
OT_00310,Reparación,Media,Centro,Call center,96,Cerrada,2026-02-24T16:53:45Z,2026-02-26T13:28:33Z,44.58,9,0,0,0
OT_00311,Inspección,Baja,Sur,Comercial,168,Cerrada,2026-02-24T15:35:32Z,2026-02-25T14:55:56Z,23.34,9,0,0,0
OT_00312,Mantenimiento,Baja,Este,Comercial,168,Cerrada,2026-03-12T14:43:53Z,2026-03-14T21:21:05Z,54.62,11,2,1,0
OT_00313,Reparación,Crítica,Centro,Call center,24,Cerrada,2026-02-26T01:41:22Z,2026-02-28T15:28:10Z,61.78,13,4,1,1
OT_00314,Inspección,Media,Centro,Web,96,Cerrada,2026-01-30T03:47:06Z,2026-01-30T22:57:18Z,19.17,9,0,0,0
OT_00315,Instalación,Crítica,Centro,Call center,24,Cerrada,2026-01-13T16:52:39Z,2026-01-14T22:12:27Z,29.33,9,0,0,1
OT_00316,Mantenimiento,Media,Este,Call center,96,Cerrada,2026-01-10T22:44:31Z,2026-01-12T04:03:07Z,29.31,9,0,0,0
OT_00317,Reparación,Crítica,Sur,Call center,24,Cerrada,2026-02-07T23:20:00Z,2026-02-12T01:24:12Z,98.07,13,4,1,1
OT_00318,Instalación,Media,Norte,Call center,96,Cerrada,2026-02-19T04:02:49Z,2026-02-20T07:01:37Z,26.98,9,0,0,0
OT_00319,Mantenimiento,Baja,Sur,Comercial,168,Cerrada,2026-02-07T05:45:56Z,2026-02-09T12:18:20Z,54.54,9,0,0,0
OT_00320,Mantenimiento,Media,Norte,Web,96,Cerrada,2026-01-17T21:54:33Z,2026-01-19T12:50:57Z,38.94,9,0,0,0
OT_00321,Mantenimiento,Alta,Norte,Call center,48,Cerrada,2026-03-05T18:05:55Z,2026-03-09T00:32:55Z,78.45,13,4,1,1
OT_00322,Mantenimiento,Alta,Norte,Sistema,48,Cerrada,2026-02-27T10:14:13Z,2026-03-01T04:56:13Z,42.7,9,0,0,0
OT_00323,Reparación,Alta,Este,Call center,48,Cerrada,2026-03-11T18:24:25Z,2026-03-13T19:35:13Z,49.18,11,2,1,1
OT_00324,Mantenimiento,Baja,Centro,Call center,168,Cerrada,2026-01-17T01:10:42Z,2026-01-18T13:30:30Z,36.33,9,0,0,0
OT_00325,Reparación,Media,Centro,Comercial,96,Cerrada,2026-01-11T21:22:18Z,2026-01-12T21:15:42Z,23.89,9,0,0,0
OT_00326,Reparación,Media,Centro,Comercial,96,Cerrada,2026-01-07T04:37:37Z,2026-01-08T21:41:49Z,41.07,13,4,1,0
OT_00327,Reparación,Media,Este,Web,96,Cerrada,2026-02-26T03:51:39Z,2026-02-27T02:58:51Z,23.12,9,0,0,0
OT_00328,Inspección,Baja,Sur,Comercial,168,Cerrada,2026-01-20T21:05:41Z,2026-01-22T08:07:29Z,35.03,13,4,1,0
OT_00329,Reparación,Alta,Oeste,Call center,48,Cerrada,2026-03-12T14:12:41Z,2026-03-15T03:51:41Z,61.65,15,6,1,1
OT_00330,Instalación,Media,Centro,Sistema,96,Cerrada,2026-03-20T05:45:00Z,2026-03-22T12:10:12Z,54.42,11,2,1,0
OT_00331,Reparación,Baja,Norte,Call center,168,Cerrada,2026-01-17T20:47:03Z,2026-01-18T11:30:51Z,14.73,9,0,0,0
OT_00332,Mantenimiento,Baja,Sur,Web,168,Cerrada,2026-01-14T21:18:38Z,2026-01-15T22:22:14Z,25.06,9,0,0,0
OT_00333,Mantenimiento,Media,Norte,Call center,96,Cerrada,2026-02-17T05:15:31Z,2026-02-19T00:15:31Z,43,11,2,1,0
OT_00334,Mantenimiento,Media,Sur,Sistema,96,Cerrada,2026-01-18T13:06:10Z,2026-01-23T00:10:22Z,107.07,15,6,1,1
OT_00335,Instalación,Alta,Norte,Sistema,48,Cerrada,2026-02-13T12:19:15Z,2026-02-15T00:38:27Z,36.32,9,0,0,0
OT_00336,Instalación,Alta,Este,Call center,48,Cerrada,2026-02-04T19:59:23Z,2026-02-06T15:14:23Z,43.25,9,0,0,0
OT_00337,Instalación,Alta,Este,Call center,48,Cerrada,2026-03-20T22:49:43Z,2026-03-21T16:25:07Z,17.59,9,0,0,0
OT_00338,Instalación,Alta,Centro,Comercial,48,Cerrada,2026-03-19T08:49:45Z,2026-03-20T11:39:33Z,26.83,9,0,0,0
OT_00339,Mantenimiento,Alta,Oeste,Web,48,Cerrada,2026-02-01T11:57:04Z,2026-02-03T03:07:52Z,39.18,9,0,0,0
OT_00340,Mantenimiento,Alta,Norte,Comercial,48,Cerrada,2026-02-10T11:14:38Z,2026-02-12T07:44:02Z,44.49,13,4,1,0
OT_00341,Inspección,Media,Sur,Web,96,Cerrada,2026-01-11T23:17:36Z,2026-01-13T22:02:00Z,46.74,9,0,0,0
OT_00342,Mantenimiento,Media,Oeste,Comercial,96,Cerrada,2026-01-22T01:36:30Z,2026-01-23T06:32:18Z,28.93,9,0,0,0
OT_00343,Reparación,Baja,Oeste,Web,168,Cerrada,2026-01-14T12:38:57Z,2026-01-16T16:17:57Z,51.65,11,2,1,0
OT_00344,Inspección,Crítica,Sur,Web,24,Cerrada,2026-02-12T02:46:10Z,2026-02-13T03:57:34Z,25.19,9,0,0,1
OT_00345,Reparación,Alta,Sur,Call center,48,Cerrada,2026-02-11T03:09:04Z,2026-02-12T09:58:16Z,30.82,11,2,1,0
OT_00346,Instalación,Media,Centro,Comercial,96,Cerrada,2026-03-02T11:30:40Z,2026-03-03T18:26:28Z,30.93,9,0,0,0
OT_00347,Instalación,Alta,Norte,Call center,48,Cerrada,2026-03-31T08:56:46Z,2026-04-02T18:36:58Z,57.67,9,0,0,1
OT_00348,Reparación,Media,Oeste,Call center,96,Cerrada,2026-01-15T02:35:18Z,2026-01-16T15:00:30Z,36.42,13,4,1,0
OT_00349,Instalación,Media,Este,Call center,96,Cerrada,2026-01-20T16:50:00Z,2026-01-21T17:31:24Z,24.69,9,0,0,0
OT_00350,Inspección,Media,Norte,Web,96,Cerrada,2026-03-22T00:28:21Z,2026-03-23T03:46:57Z,27.31,9,0,0,0
OT_00351,Reparación,Crítica,Sur,Call center,24,Cerrada,2026-03-13T11:37:12Z,2026-03-15T01:39:36Z,38.04,11,2,1,1
OT_00352,Reparación,Baja,Centro,Call center,168,Cerrada,2026-02-10T13:49:35Z,2026-02-11T12:28:35Z,22.65,9,0,0,0
OT_00353,Instalación,Media,Sur,Call center,96,Cerrada,2026-03-06T04:15:43Z,2026-03-07T18:48:43Z,38.55,9,0,0,0
OT_00354,Mantenimiento,Media,Centro,Call center,96,Cerrada,2026-02-16T07:29:35Z,2026-02-18T18:12:11Z,58.71,9,0,0,0
OT_00355,Reparación,Baja,Centro,Comercial,168,Cerrada,2026-03-22T09:45:07Z,2026-03-23T05:58:55Z,20.23,9,0,0,0
OT_00356,Inspección,Baja,Este,Web,168,Cerrada,2026-01-13T17:29:09Z,2026-01-15T04:37:33Z,35.14,9,0,0,0
OT_00357,Mantenimiento,Baja,Oeste,Comercial,168,Cerrada,2026-02-22T13:29:38Z,2026-02-25T01:43:26Z,60.23,11,2,1,0
OT_00358,Instalación,Media,Sur,Comercial,96,Cerrada,2026-02-07T17:01:24Z,2026-02-08T20:17:00Z,27.26,9,0,0,0
OT_00359,Mantenimiento,Alta,Oeste,Call center,48,Cerrada,2026-02-04T10:35:02Z,2026-02-06T10:56:38Z,48.36,11,2,1,1
OT_00360,Reparación,Alta,Sur,Web,48,Cerrada,2026-01-29T08:18:07Z,2026-01-31T06:31:55Z,46.23,11,2,1,0
OT_00361,Inspección,Baja,Este,Comercial,168,Cerrada,2026-02-23T01:43:45Z,2026-02-24T17:47:21Z,40.06,9,0,0,0
OT_00362,Instalación,Alta,Sur,Sistema,48,Cerrada,2026-01-17T03:48:30Z,2026-01-17T21:47:18Z,17.98,9,0,0,0
OT_00363,Mantenimiento,Crítica,Este,Call center,24,Cerrada,2026-01-02T10:55:54Z,2026-01-03T08:17:30Z,21.36,9,0,0,0
OT_00364,Instalación,Media,Norte,Call center,96,Cerrada,2026-03-07T23:27:05Z,2026-03-09T01:12:05Z,25.75,9,0,0,0
OT_00365,Inspección,Media,Oeste,Web,96,Cerrada,2026-02-28T01:27:39Z,2026-02-28T19:04:51Z,17.62,9,0,0,0
OT_00366,Instalación,Alta,Este,Comercial,48,Cerrada,2026-03-23T08:14:27Z,2026-03-24T15:38:27Z,31.4,9,0,0,0
OT_00367,Instalación,Media,Este,Web,96,Cerrada,2026-02-24T08:11:18Z,2026-02-25T14:01:42Z,29.84,9,0,0,0
OT_00368,Inspección,Media,Norte,Comercial,96,Cerrada,2026-01-28T18:35:57Z,2026-01-29T19:08:21Z,24.54,9,0,0,0
OT_00369,Reparación,Baja,Norte,Call center,168,Cerrada,2026-03-03T16:46:27Z,2026-03-05T18:32:03Z,49.76,9,0,0,0
OT_00370,Reparación,Baja,Oeste,Web,168,Cerrada,2026-01-21T15:30:55Z,2026-01-23T01:27:55Z,33.95,9,0,0,0
OT_00371,Mantenimiento,Crítica,Sur,Web,24,Cerrada,2026-02-09T11:22:07Z,2026-02-10T16:02:55Z,28.68,9,0,0,1
OT_00372,Reparación,Crítica,Este,Web,24,Cerrada,2026-01-26T20:31:56Z,2026-01-27T14:56:32Z,18.41,9,0,0,0
OT_00373,Mantenimiento,Alta,Oeste,Web,48,Cerrada,2026-02-15T19:24:13Z,2026-02-18T00:26:37Z,53.04,11,2,1,1
OT_00374,Inspección,Media,Norte,Call center,96,Cerrada,2026-03-04T11:40:11Z,2026-03-05T08:17:59Z,20.63,9,0,0,0
OT_00375,Mantenimiento,Baja,Sur,Call center,168,Cerrada,2026-02-15T16:46:58Z,2026-02-17T06:44:34Z,37.96,9,0,0,0
